node_id,gc_distance
31939028,5988.215718380636
31940241,6529.082720340286
32068072,6604.377663392753
353459162,4000.5275058669285
353473836,791.9327058106525
353473838,1911.3094466245325
353473855,402.8504924187139
606976533,2736.213682744804
606976534,2607.2215207680183
817882546,3756.2249120943525
817882565,5025.478197373865
817882673,4385.510391104582
817882844,4420.107052410914
817882966,3747.3440108130267
817883108,4489.865127102255
923665748,4438.797847145991
923665771,6174.655803417827
923665796,5202.13797296298
923665807,6237.941427395807
923665814,6326.328631889443
923665868,6300.0373073916135
1449572534,1760.2241429766798
1449572573,3300.1642462536315
1449572584,4537.880342162761
1449662588,1905.7288525443528
1449662590,2102.983152320577
1449662593,2563.3126070798294
1449662594,2312.0688237262107
1449662599,1868.4585939127908
1449662600,2565.046523694587
1449662603,2084.053709210231
1449662607,4218.876972370446
1449662611,2139.219067577028
1449662614,3650.6779799403207
1449662622,2323.3307347506498
1449662623,2702.6092586543127
1449662634,2616.440254855584
1449662638,3659.2527483349354
1449662640,2462.930781687406
1449662643,2543.4180863511006
1449662647,2283.799812418208
1449662648,2163.9992678019867
1449662649,1448.6823179923256
1449662652,2822.9892480791673
1449662656,3651.891090604808
1449662660,1899.1892572504662
1449662664,2251.433070851584
1449662665,3307.0309795680673
1449662671,1226.212119347584
1449662675,2323.458326389874
1449662699,2275.1541101858197
1449662702,822.0485935425348
1449662708,3454.775785487933
1449662719,1186.7162587218527
1449662720,1122.1946426551362
1449662731,772.816208058901
1449662739,2768.9073741945676
1449662741,2141.774041101393
1449662744,1934.349824061189
1449662746,2325.1340512269835
1449662755,4115.181233374146
1449662756,1964.024060751652
1449662758,2248.7761706413366
1449662761,4066.3160672570734
1449662764,2673.244340311068
1449662766,2302.5071891646558
1449662784,2362.6385565111514
1449662785,3265.011059251229
1449662787,3184.211827821076
1449662791,2142.783593297407
1449662800,658.114560246957
1449662802,3617.1388800727964
1449662803,1723.5713569841814
1449662807,2051.520290590202
1449662810,2536.4820532801145
1449662818,2133.9726422817703
1449662820,1832.1038440559212
1449662824,2289.5337053766657
1449662825,3191.9105291430815
1449662828,3676.139372111765
1449662835,3226.082353040222
1449662836,3258.599616411246
1449662837,1912.028836677801
1449662839,2273.3007888393513
1449662847,2229.0234253551052
1449662850,1830.8934928804235
1449662852,2751.413469776043
1449662854,1363.2628309052964
1449662860,2249.9092461549353
1449662862,1161.088978643799
1449662864,2296.6327585858144
1449662867,2633.3250985628515
1449662875,2107.633254345056
1449662876,3455.636132016736
1449662883,2237.003343543907
1449662891,1861.5692433645017
1449662923,2854.651990496646
1449662927,1826.8350942336456
1449662940,2249.6420756892326
1449662945,1825.4762131503053
1449662947,1811.9737944295287
1449662952,3223.100616583661
1449662953,1865.6099888249819
1449662959,4070.354795534655
1449662966,1693.2632867626546
1449662971,2342.3221907391494
1449662975,4055.6509754433678
1449662977,2291.0738681996486
1449662979,2181.513510719478
1449662986,1769.4250788296629
1449662988,4050.6787921727155
1449662989,3342.925128928916
1449662995,2134.6614470317713
1449663002,1099.666628778435
1449663012,3092.9984064100095
1449663020,1438.415345980746
1449663022,3454.2540159985897
1449663024,2126.1931345124785
1449663033,3249.6131984648414
1449663034,2730.7187866003796
1449663038,2333.347131312889
1449663053,2239.594050203252
1449663054,1580.2823978990436
1449663071,3208.9558050440696
1449663077,2245.803362690734
1449663079,2801.529034129194
1449663086,2182.3385706071645
1449663089,2584.789493054681
1449663092,2300.6465304220474
1449663107,2848.556108315067
1449663111,4059.2540661675994
1449663121,3381.3258155389963
1449663133,2234.6003542796884
1449663140,2584.6444623267403
1449663142,3186.489505389717
1449663148,3221.0948900877847
1449663159,2919.7655068812237
1449663160,2681.6184184935464
1449663166,2579.865940806696
1449663181,4264.755694384522
1449663182,3225.8250120026237
1449663184,4150.630212993784
1449663185,1531.6373886100441
1449663186,1913.0955109005313
1449663187,1858.5444742482955
1449663193,915.9823810709752
1449663195,2268.046413095134
1449663198,2197.095036988687
1449663200,1995.8068923386863
1449663208,2546.7211290155756
1449663210,2084.1702611282612
1449663216,2239.8247104356915
1449663221,2616.881959054722
1449663222,2269.1133513811064
1449663225,1333.0465898068258
1449663234,2163.968481165963
1449663245,2511.731699556289
1449663246,3164.8276907666473
1449663250,3262.91535922422
1449663252,2385.5112390192166
1449663285,3752.049320770022
1449663308,2479.3361518766364
