u,v,key,edge_id,from,to,length
1449662860,1449662979,0,240550596,1449662860,1449662979,128.247
1449662860,2482808216,0,240550337,2482808216,1449662860,41.178
1449662862,1449663382,0,240325261,1449663382,1449662862,229.835
1449662862,1694612538,0,240325261,1694612538,1449662862,85.959
1449662862,2480665288,0,240325411,2480665288,1449662862,82.361
1449662864,1449664113,0,131753997,1449664113,1449662864,88.684
1449662867,2478284187,0,240058862,2478284187,1449662867,464.081
1449662867,1998876658,0,131754036,1998876658,1449662867,41.900000000000006
1449662875,1449663767,0,131753967,1449662875,1449663767,208.264
1449662875,2482808078,0,240550689,1449662875,2482808078,64.941
1449662875,1449663443,0,131753967,1449663443,1449662875,45.027
1449662876,1449663121,0,131754062,1449662876,1449663121,74.96
1449662876,1449663022,0,240550538,1449663022,1449662876,13.217000000000002
1449662876,1449663454,0,131754062,1449663454,1449662876,53.497
1449662883,1449663195,0,131753971,1449662883,1449663195,33.057
1449662883,1449663323,0,189242870,1449663323,1449662883,135.899
1449662883,1449663216,0,131754080,1449663216,1449662883,57.379
1449662891,1449663187,0,240325544,1449662891,1449663187,8.082
1449662891,1449663979,0,403759706,1449663979,1449662891,761.804
1449662923,1449663107,0,708673713,1449662923,1449663107,7.131
1449662923,1449663380,0,131754093,1449663380,1449662923,32.373999999999995
1449662923,1449663881,0,708673713,1449663881,1449662923,71.374
1449662927,1449663396,0,240325140,1449663396,1449662927,76.891
1449662927,1697761757,0,157540983,1697761757,1449662927,102.393
1449662927,1449662945,0,240325140,1449662945,1449662927,151.85999999999999
1449662940,8252039426,0,131754049,1449662940,8252039426,12.566
1449662945,1697761757,0,157540974,1697761757,1449662945,130.538
1449662945,1697761754,0,886968966,1697761754,1449662945,110.441
1449662947,1449662966,0,240325139,1449662966,1449662947,127.404
1449662947,1694612372,0,886966513,1694612372,1449662947,89.195
1449662947,1449663186,0,240325139,1449663186,1449662947,105.263
1449662952,1449663701,0,131754036,1449662952,1449663701,60.075
1449662952,8269036391,0,889440279,8269036391,1449662952,13.199
1449662952,1449664116,0,131754036,1449664116,1449662952,174.756
1449662952,2476143966,0,239833991,2476143966,1449662952,56.369
1449662953,1449663637,0,240325261,1449663637,1449662953,65.714
1449662953,2480665396,0,886966510,2480665396,1449662953,33.831
1449662953,1694612515,0,886966510,1694612515,1449662953,76.507
1449662953,1449663867,0,240325261,1449663867,1449662953,205.07600000000002
1449662959,1449663111,0,131754070,1449662959,1449663111,11.611
1449662959,2482806659,0,131754070,2482806659,1449662959,10.278
1449662966,1694612308,0,157250714,1694612308,1449662966,55.286
1449662966,2025950192,0,240325139,2025950192,1449662966,141.756
1449662971,1449663772,0,240325120,1449662971,1449663772,40.461
1449662971,2482807717,0,240325120,2482807717,1449662971,70.044
1449662975,1449663923,0,131754026,1449663923,1449662975,664.4960000000002
1449662975,1449662988,0,131754070,1449662988,1449662975,11.264
1449662977,1449663133,0,240325116,1449662977,1449663133,66.089
1449662977,1449663053,0,131754092,1449662977,1449663053,70.217
1449662977,1449663927,0,240325116,1449663927,1449662977,129.62
1449662979,1449663133,0,131754021,1449662979,1449663133,206.911
1449662986,1697761775,0,157540985,1697761775,1449662986,93.601
1449662986,1697761748,0,240325140,1697761748,1449662986,72.111
1449662986,1697761741,0,240325140,1697761741,1449662986,77.543
1449662988,1449663111,0,131754070,1449663111,1449662988,17.512999999999998
1449662988,5188952142,0,535296395,5188952142,1449662988,31.712
1449662989,1449663550,0,240325109,1449663550,1449662989,19.804
1449662989,2482809456,0,131753926,1449662989,2482809456,63.775
1449662989,2480666277,0,131753926,2480666277,1449662989,52.306
1449662995,1449663186,0,240325139,1449663186,1449662995,250.775
1449662995,1449663989,0,"[189242812, 708839661, 189242838]",1449662995,1449663989,539.159
1449662995,1449663789,0,189242810,1449663789,1449662995,270.246
1449663002,1693690361,0,157145563,1693690361,1449663002,103.237
1449663002,1693690307,0,708839657,1693690307,1449663002,103.865
1449663002,8366948376,0,708839657,8366948376,1449663002,97.902
1449663002,1693690363,0,887544219,1693690363,1449663002,103.174
1449663012,8237442327,0,131753997,1449663012,8237442327,69.486
1449663012,2482806821,0,240550442,2482806821,1449663012,29.722
1449663012,1449663499,0,131753997,1449663499,1449663012,74.757
1449663020,8247715393,0,131753951,1449663020,8247715393,17.985
1449663020,2480665203,0,131753956,1449663020,2480665203,46.096
1449663022,1449664083,0,240550733,1449663022,1449664083,46.074
1449663022,2482806735,0,240550733,2482806735,1449663022,79.727
1449663024,1449663443,0,131754049,1449663024,1449663443,81.618
