u,v,key,edge_id,from,to,length
158844085,1952697074,0,597462036,158844085,1952697074,47.741
158844085,158844086,0,171847964,158844086,158844085,64.33399999999999
158844085,158844146,0,15808057,158844146,158844085,115.196
158844086,466860539,0,238318428,466860539,158844086,69.799
158844086,1828195435,0,171847941,1828195435,158844086,68.327
158844086,1952797715,0,238318432,1952797715,158844086,66.346
158844089,1828198989,0,231404620,158844089,1828198989,25.372999999999998
158844089,457059804,0,448210016,158844089,457059804,45.376000000000005
158844089,1952848209,0,231404624,1952848209,158844089,9.756
158844089,4640177436,0,"[513802064, 231404622]",4640177436,158844089,33.113
158844093,1954048306,0,171847845,1954048306,158844093,56.152
158844093,457059251,0,38585122,457059251,158844093,107.24099999999999
158844093,4640177435,0,171847845,4640177435,158844093,345.901
158844094,8659997345,0,936869893,8659997345,158844094,17.029
158844094,1952887971,0,76695773,158844094,1952887971,32.926
158844094,8659997344,0,448210019,8659997344,158844094,17.748
158844094,1952887963,0,171847607,1952887963,158844094,24.36
158844146,1952797715,0,448210017,158844146,1952797715,82.316
158844146,457059505,0,38585138,158844146,457059505,46.171
158844146,457059500,0,247657277,457059500,158844146,61.771
158844190,8648881768,0,358278705,158844190,8648881768,39.763
158844190,7288145230,0,423497710,158844190,7288145230,57.666
158844190,8648881763,0,358278704,8648881763,158844190,35.46
158844191,444959906,0,230629147,158844191,444959906,53.373000000000005
158844191,396151785,0,423496969,396151785,158844191,70.126
158844191,444959903,0,448210018,444959903,158844191,110.037
158844191,1952682661,0,15808064,1952682661,158844191,168.41400000000002
158844418,618352978,0,424415196,158844418,618352978,117.108
158844418,444959672,0,424415196,444959672,158844418,160.494
158844418,444959856,0,8307079,444959856,158844418,112.673
158844513,298937045,0,329263858,298937045,158844513,119.843
158844513,1849075704,0,929414411,158844513,1849075704,90.455
158844513,158844652,0,"[8307081, 935537755, 935537756]",158844652,158844513,131.521
158844652,4221682838,0,38629635,158844652,4221682838,42.489999999999995
158844652,165453954,0,244821403,165453954,158844652,46.943
158844839,158844840,0,250255250,158844840,158844839,194.305
158844839,1849075710,0,250255250,1849075710,158844839,139.229
158844840,158845029,0,424394652,158844840,158845029,124.07799999999999
158845028,1964889325,0,230629145,1964889325,158845028,193.278
158845028,1944434915,0,230629148,1944434915,158845028,128.633
158845028,444959878,0,932946872,158845028,444959878,74.538
158845028,872506775,0,578287202,872506775,158845028,163.018
158845029,1849075708,0,230629152,158845029,1849075708,90.575
158845029,298937045,0,424394652,158845029,298937045,119.591
158846091,457051495,0,231112924,158846091,457051495,13.985
158846091,457051501,0,231112927,158846091,457051501,27.386
158846091,457039555,0,237876570,457039555,158846091,91.60000000000001
158846091,4505383253,0,"[426257321, 492842715]",4505383253,158846091,61.42
158846092,5505717311,0,230634578,158846092,5505717311,13.579
158846092,457046637,0,230634569,158846092,457046637,13.867
158846092,457051501,0,"[426256861, 231112927]",457051501,158846092,178.49399999999997
158846092,4831709063,0,491007568,4831709063,158846092,210.504
165447673,1421376033,0,418821249,165447673,1421376033,20.811
165447673,4350479456,0,"[952867554, 407769038, 972565238]",165447673,4350479456,41.617000000000004
165447673,1944434934,0,405489974,1944434934,165447673,260.323
165452024,1964889341,0,"[426255056, 230629144, 426255054, 935617321]",1964889341,165452024,189.452
165452024,457051446,0,426255083,165452024,457051446,74.837
165452024,457051450,0,"[231338668, 426255085]",457051450,165452024,129.252
165452024,457052409,0,244739159,457052409,165452024,47.082
165453954,409011547,0,244821403,409011547,165453954,123.727
165453954,2395213195,0,410083047,2395213195,165453954,102.292
165455646,1954972582,0,230628808,165455646,1954972582,80.11200000000001
165455646,165455651,0,230628808,165455651,165455646,97.09800000000001
165455651,2441819524,0,424389523,165455651,2441819524,101.442
165455651,457026789,0,230628808,457026789,165455651,114.029
165455653,457046381,0,75499301,165455653,457046381,21.304000000000002
165455653,457026789,0,230628801,165455653,457026789,114.319
165455653,445798593,0,932946871,445798593,165455653,102.774
165456297,1464777422,0,"[133125288, 133125289]",165456297,1464777422,167.98700000000002
165456297,1954972633,0,542137841,165456297,1954972633,94.116
165456297,2140878099,0,230628800,2140878099,165456297,13.661
165458362,457563244,0,15069427,165458362,457563244,133.378
165458362,457563240,0,230628805,457563240,165458362,118.523
165459105,165467259,0,15069448,165467259,165459105,173.209
165459105,1953466357,0,230628517,165459105,1953466357,170.649
165459105,1953466365,0,230628517,1953466365,165459105,140.946
165459109,444959647,0,589515206,165459109,444959647,109.294
165459109,165467259,0,589515206,165467259,165459109,107.271
165459114,444959738,0,16257589,165459114,444959738,65.575
165459114,444959649,0,589515206,165459114,444959649,55.815
165459114,1727245143,0,589515206,1727245143,165459114,113.00600000000001
165459114,5623136100,0,16257589,5623136100,165459114,108.915
165460240,8731915392,0,72767317,165460240,8731915392,45.635999999999996
165460240,344992859,0,"[72767317, 72778053, 72767350]",344992859,165460240,464.128
165460240,1953466365,0,230628518,1953466365,165460240,250.137
165461351,444959641,0,16257487,444959641,165461351,113.384
165461351,444959652,0,425923723,165461351,444959652,193.845
165461351,444960269,0,425923723,444960269,165461351,122.37400000000001
165461352,165461761,0,16257589,165461352,165461761,120.13499999999999
165461352,444959643,0,724045480,444959643,165461352,138.292
165461352,444959738,0,16257589,444959738,165461352,65.432
165461352,1727245143,0,169037837,1727245143,165461352,76.84199999999998
165461760,8731915391,0,16257527,8731915391,165461760,82.133
165461760,1735978065,0,"[72767353, 16257589, 72767357]",165461760,1735978065,239.48000000000002
165461760,165461761,0,16257589,165461761,165461760,132.119
165461761,444960266,0,425923715,165461761,444960266,73.797
165462605,165462952,0,471622246,165462605,165462952,33.391999999999996
165462605,4657849095,0,471622251,165462605,4657849095,17.154
165462949,4657849094,0,471622245,165462949,4657849094,32.733000000000004
165462949,165462950,0,471622247,165462949,165462950,17.471
165462949,8652139870,0,38630650,8652139870,165462949,198.29499999999996
165462950,165462952,0,471622249,165462950,165462952,18.59
165462950,4657849095,0,471622253,165462950,4657849095,25.398
165462950,1735978065,0,437180473,1735978065,165462950,115.00399999999999
165462952,165463204,0,16257561,165462952,165463204,86.726
165463204,1953466375,0,423987650,165463204,1953466375,80.011
165467259,165467520,0,424210754,165467520,165467259,147.38600000000002
165467520,1953466357,0,943000091,1953466357,165467520,170.586
165467520,2006973647,0,424210754,2006973647,165467520,124.244
165467521,444959760,0,186496570,165467521,444959760,105.465
165467521,2006973647,0,424210754,165467521,2006973647,124.94999999999999
171968212,461894949,0,38882841,171968212,461894949,61.248000000000005
171968212,461879276,0,237048477,171968212,461879276,149.399
171968212,461894979,0,958494801,461894979,171968212,117.66999999999999
171968212,2814556782,0,958494802,2814556782,171968212,254.566
171968213,461879263,0,"[351495129, 944352142]",461879263,171968213,134.463
171968213,461879447,0,928981786,171968213,461879447,109.34100000000001
171968213,461879288,0,"[38881817, 942694754]",461879288,171968213,107.652
171968213,461879342,0,237048477,461879342,171968213,97.98700000000001
171968214,1595406109,0,217325661,171968214,1595406109,82.589
171968214,445160813,0,217325662,171968214,445160813,107.219
171968214,445160804,0,207129457,445160804,171968214,226.275
171970567,2746442538,0,976418720,171970567,2746442538,15.812
171970567,6222710507,0,928981785,171970567,6222710507,65.068
171970567,4242944039,0,"[857180972, 857180973, 237048479]",4242944039,171970567,45.635999999999996
171970567,6213473289,0,933998791,6213473289,171970567,9.463
171976300,457055121,0,237048493,171976300,457055121,68.89999999999999
171976300,461879227,0,237048496,171976300,461879227,144.394
171976300,461879147,0,251863504,461879147,171976300,107.865
171976300,461879236,0,656931849,461879236,171976300,34.611000000000004
171976302,2580258671,0,424572761,171976302,2580258671,138.535
171976302,171976304,0,"[933969419, 424572772]",171976302,171976304,81.51
171976302,445042995,0,935509301,445042995,171976302,95.511
171976302,2395227702,0,"[272317201, 424572771]",2395227702,171976302,191.95399999999998
171976304,3406376394,0,933969419,171976304,3406376394,43.857
171976304,4239743337,0,424572757,4239743337,171976304,167.79500000000002
171978399,8729315639,0,23013179,171978399,8729315639,21.474999999999998
171978399,2389060470,0,424586828,171978399,2389060470,25.805
171978399,248110355,0,"[424586828, 237815997]",248110355,171978399,38.833
172004065,176020582,0,189938124,176020582,172004065,39.319
172004065,172004067,0,942644413,172004065,172004067,213.44600000000003
172004065,176017405,0,8579185,176017405,172004065,210.50299999999996
172004065,176019578,0,16976677,176019578,172004065,43.706
172004067,396034420,0,8579181,172004067,396034420,117.852
172004067,172004069,0,16651445,172004067,172004069,183.899
172004067,4293806233,0,8579181,4293806233,172004067,266.585
172004069,172004070,0,16651445,172004069,172004070,220.694
172004069,459335613,0,38738612,459335613,172004069,157.661
172004069,396034417,0,38738612,396034417,172004069,242.447
172004070,2396850249,0,231281380,172004070,2396850249,14.111
172004070,2070954431,0,8103468,172004070,2070954431,316.928
172004070,459335624,0,241249716,459335624,172004070,78.365
172008334,396034417,0,978208527,172008334,396034417,107.476
172008334,246650796,0,978208528,172008334,246650796,107.934
172008334,2070954431,0,196799735,2070954431,172008334,29.604
172015342,172016927,0,16652867,172015342,172016927,112.469
172015342,172015343,0,172433904,172015342,172015343,83.80199999999999
172015343,5539305452,0,943031361,172015343,5539305452,106.36600000000001
172015343,5496814869,0,16652807,5496814869,172015343,170.07
172015345,2619793471,0,8579140,172015345,2619793471,66.867
172015345,172017420,0,914039007,172017420,172015345,116.789
172015345,172020359,0,8579140,172020359,172015345,230.83999999999997
172016420,1833396367,0,231342607,1833396367,172016420,190.575
172016420,172016421,0,369637283,172016420,172016421,69.478
172016420,172016927,0,16652867,172016927,172016420,117.848
172016421,457593256,0,425930850,457593256,172016421,176.942
172016927,172017421,0,425926847,172016927,172017421,188.84199999999998
172017418,172017880,0,231715366,172017880,172017418,114.889
172017418,3375721654,0,572095530,172017418,3375721654,124.281
172017418,172020359,0,231715366,172020359,172017418,110.57300000000001
172017418,172017420,0,572095530,172017420,172017418,231.27100000000002
172017420,172017421,0,572095530,172017421,172017420,121.811
172017420,172017879,0,914039007,172017879,172017420,116.00200000000001
172017421,1833396367,0,577947621,172017421,1833396367,116.603
172017421,5539305457,0,577947621,5539305457,172017421,104.17299999999999
172017879,1833396367,0,914039006,172017879,1833396367,118.355
172017879,172020869,0,16653270,172020869,172017879,97.89
172017879,457593174,0,38631693,457593174,172017879,113.803
172017880,457593174,0,38631693,172017880,457593174,118.564
172017880,172021378,0,231715366,172021378,172017880,87.083
172017880,457593067,0,38631693,457593067,172017880,172.42700000000002
172020359,3375721655,0,8579140,3375721655,172020359,153.962
172020361,3375721655,0,8579140,172020361,3375721655,176.529
172020361,303195235,0,920580650,303195235,172020361,237.54299999999998
172020361,5257881639,0,27611266,5257881639,172020361,141.90900000000002
172020869,457593172,0,16653325,172020869,457593172,114.047
172020869,172020870,0,16653270,172020870,172020869,112.99399999999999
172020869,172021002,0,16653325,172021002,172020869,121.17599999999999
172020870,457593263,0,776772034,457593263,172020870,37.696
172020870,8765779194,0,1040682615,8765779194,172020870,45.86
172021002,1833396362,0,"[425930860, 914039005]",172021002,1833396362,59.754000000000005
172021002,1833396367,0,914039005,1833396367,172021002,99.265
172021378,172021638,0,231715366,172021638,172021378,57.528000000000006
172021378,457593172,0,16653325,457593172,172021378,106.80100000000002
172021638,2369776691,0,16653358,2369776691,172021638,9.561
172021638,863975998,0,231715375,172021638,863975998,20.978
172021638,778021642,0,231715370,778021642,172021638,128.75
172025739,7988579129,0,"[28712131, 679184991]",7988579129,172025739,73.98100000000001
172025739,1844541350,0,426507058,1844541350,172025739,136.56300000000002
175993428,2494964316,0,"[519833809, 565535466, 278920580, 278920581]",175993428,2494964316,483.798
175993428,1836035462,0,424630809,175993428,1836035462,76.89099999999999
175993428,175993483,0,168667916,175993483,175993428,171.664
175993428,631977642,0,424630819,631977642,175993428,109.952
175993483,7280183487,0,779618546,175993483,7280183487,7.674
175993483,2382948300,0,128519863,175993483,2382948300,109.072
175993483,7280183488,0,235497116,7280183488,175993483,5.542
175993525,445043088,0,446730420,175993525,445043088,133.124
175993525,445043137,0,444667679,445043137,175993525,91.925
175993525,8002929481,0,647497033,8002929481,175993525,16.467
175993568,661212028,0,245958751,175993568,661212028,18.478
175993568,445042755,0,705005537,445042755,175993568,20.419
175993584,2389060458,0,424586863,175993584,2389060458,28.651000000000003
175993584,599043086,0,"[424586858, 424586860]",599043086,175993584,79.83099999999999
176007901,5044001584,0,246708378,5044001584,176007901,117.77099999999999
176009843,1665298739,0,"[16975658, 454557951]",1665298739,176009843,127.03299999999999
176010867,176010870,0,23000026,176010867,176010870,167.377
176010867,176011687,0,16975795,176011687,176010867,124.721
176010867,1665039645,0,"[454557949, 16975711]",1665039645,176010867,169.14499999999998
176010870,176011400,0,16975738,176010870,176011400,53.125
176010870,176010879,0,"[16975744, 780170817, 780170818]",176010870,176010879,245.525
176010879,176012607,0,"[936376000, 1073843435]",176010879,176012607,35.837
176010879,176012605,0,936910133,176012605,176010879,73.36500000000001
176011400,598617885,0,46887907,176011400,598617885,149.524
176012605,2429561624,0,16975887,2429561624,176012605,40.406
176012605,2453626790,0,237470831,2453626790,176012605,41.517
176012607,176013188,0,"[46892968, 933595462]",176012607,176013188,340.30199999999996
176012607,176012608,0,1073843436,176012607,176012608,18.43
176012608,1665298739,0,454557953,176012608,1665298739,97.547
176013188,395763856,0,34431215,176013188,395763856,75.48299999999999
176013188,459347476,0,"[971720328, 456287380, 779662526]",459347476,176013188,47.598
176013518,1665298739,0,454557952,1665298739,176013518,129.873
176013518,1665298742,0,16975933,176013518,1665298742,107.467
176013518,1665039645,0,"[23000024, 454557954, 454557950]",1665039645,176013518,180.153
176014739,2419408205,0,233576124,2419408205,176014739,18.406
176014739,176014741,0,"[425929185, 16976173]",176014739,176014741,79.58300000000001
176014739,7279712305,0,425929186,7279712305,176014739,97.834
176014741,2441819595,0,"[38508523, 278916133]",176014741,2441819595,105.462
176014741,455606507,0,"[38508504, 425929188]",176014741,455606507,118.34899999999999
176014741,457593233,0,425926579,457593233,176014741,226.57600000000002
176017405,246650787,0,217770340,246650787,176017405,104.90300000000002
176017405,246650794,0,462992553,246650794,176017405,111.55799999999999
176019578,176020582,0,211060853,176020582,176019578,41.905
176019578,246650794,0,"[462992753, 942638906]",246650794,176019578,167.283
176019579,466919197,0,211060895,466919197,176019579,191.147
176019579,466919091,0,237212807,466919091,176019579,224.721
176019579,459335697,0,921115810,176019579,459335697,230.74699999999999
176019579,8740325985,0,211060857,8740325985,176019579,123.69600000000001
176020582,8740325985,0,978250443,176020582,8740325985,15.546
176020582,8740325989,0,944011791,8740325989,176020582,18.599
176020585,8728690614,0,79669498,176020585,8728690614,15.309000000000001
176020585,466919197,0,128519864,466919197,176020585,31.192
176020585,2210723825,0,211051649,176020585,2210723825,25.729
176020585,8728690615,0,565903323,8728690615,176020585,12.157
176020912,296285246,0,921115808,176020912,296285246,272.822
176020912,459335537,0,"[942670122, 244936654]",459335537,176020912,269.715
176020912,4293906838,0,198046193,4293906838,176020912,91.89099999999999
176021082,5062838245,0,1025670944,5062838245,176021082,43.565
176021082,2082358176,0,"[942933033, 231281378]",176021082,2082358176,172.71699999999998
176021082,2627719093,0,"[942902848, 231281378]",2627719093,176021082,265.994
176021768,246650792,0,128511286,246650792,176021768,118.26400000000001
176021768,2537138042,0,"[565903323, 942632407]",176021768,2537138042,210.65200000000002
176021768,246650791,0,22909512,246650791,176021768,132.864
176021768,445043191,0,773566828,445043191,176021768,157.028
176022448,2435474871,0,212723117,176022448,2435474871,49.022000000000006
176022448,247950659,0,424630819,176022448,247950659,42.902
176022448,2435474855,0,212723117,2435474855,176022448,24.554000000000002
184038861,2397445822,0,"[426696416, 369467064]",184038861,2397445822,164.862
184038861,2308420507,0,"[359790104, 426696416]",2308420507,184038861,88.80199999999999
184038866,1990934601,0,8578861,1990934601,184038866,255.747
184041093,267290133,0,427253372,184041093,267290133,52.642
184041093,925058776,0,359790125,925058776,184041093,185.403
184041848,1953841052,0,427253359,184041848,1953841052,155.247
184041848,267290133,0,427253374,267290133,184041848,118.27699999999999
184041848,303562455,0,427253359,303562455,184041848,130.65
246650344,246650461,0,279006651,246650344,246650461,139.553
246650344,246650419,0,242111931,246650419,246650344,167.75000000000003
246650344,5935030508,0,279006651,5935030508,246650344,241.062
246650419,246650421,0,22909418,246650421,246650419,109.503
246650419,5935030506,0,22909418,5935030506,246650419,213.26200000000003
246650419,4230265785,0,22909411,4230265785,246650419,194.77799999999996
246650421,246650422,0,22909418,246650422,246650421,244.805
246650421,461880907,0,22909422,246650421,461880907,168.234
246650421,246650444,0,22909422,246650444,246650421,233.94399999999996
246650422,1068077355,0,"[657652787, 625318047]",1068077355,246650422,55.122
246650422,246650423,0,"[657652787, 22909420]",246650423,246650422,240.411
246650435,5904404412,0,625318046,5904404412,246650435,111.018
246650461,461880839,0,279006651,246650461,461880839,96.885
246650461,461880907,0,22909422,461880907,246650461,58.196
246650787,246650796,0,211060856,246650787,246650796,199.19400000000002
246650787,396034420,0,8579181,396034420,246650787,195.91
246650791,4293911305,0,565903327,246650791,4293911305,84.719
246650791,445044382,0,235497118,445044382,246650791,97.317
246650791,4293878826,0,212353005,4293878826,246650791,42.636
246650792,4293910188,0,560266874,4293910188,246650792,70.489
246650792,246650793,0,560266875,246650793,246650792,58.044
246650792,2537138042,0,37916601,2537138042,246650792,185.822
246650793,445044137,0,8579426,246650793,445044137,205.806
246650793,246650794,0,560266875,246650794,246650793,99.16499999999999
246650796,2070954422,0,231281383,246650796,2070954422,11.743
246650796,459335604,0,231281381,246650796,459335604,70.883
247949253,4240270316,0,128521814,247949253,4240270316,79.63800000000002
247949253,247949667,0,447117762,247949253,247949667,47.292
247949664,247949665,0,454562734,247949665,247949664,26.433
247949664,4511105625,0,235497097,4511105625,247949664,86.464
247949665,2435474855,0,37916545,247949665,2435474855,27.223
247949665,247949667,0,447117762,247949667,247949665,162.928
247949665,4240270294,0,235497128,4240270294,247949665,32.069
247949667,247951669,0,575155217,247951669,247949667,49.053000000000004
247950279,247950321,0,424630842,247950321,247950279,119.864
247950657,3064409129,0,424630837,247950657,3064409129,206.09100000000004
247950657,247950659,0,945631150,247950659,247950657,98.164
247950657,3064409130,0,424630824,3064409130,247950657,169.827
247950659,445043190,0,424630819,247950659,445043190,126.392
247950659,2435474871,0,945283827,247950659,2435474871,24.371000000000002
247951118,1420099956,0,424630819,247951118,1420099956,20.197
247951118,445043190,0,424630819,445043190,247951118,95.725
247951118,3064409130,0,424630807,3064409130,247951118,73.824
247951203,247951669,0,575155217,247951203,247951669,62.587
247951203,247951678,0,22999649,247951203,247951678,41.714
247951203,247951231,0,22999651,247951231,247951203,112.662
247951231,1420146741,0,575155215,247951231,1420146741,82.051
247951231,4240268306,0,231242275,4240268306,247951231,53.181
247951669,247951670,0,424630832,247951669,247951670,141.897
247951670,4240270294,0,575155216,247951670,4240270294,28.705
247951670,1420146741,0,575155216,1420146741,247951670,121.97
247951678,4240270316,0,22999649,247951678,4240270316,67.842
247951678,247951684,0,22999717,247951684,247951678,93.00500000000001
248110355,248110873,0,237815997,248110873,248110355,73.907
248110355,4802624937,0,8579858,4802624937,248110355,70.822
248110869,4239879420,0,128521818,248110869,4239879420,30.156
248110869,599043087,0,488673698,599043087,248110869,77.615
248110869,8729255877,0,23013179,8729255877,248110869,17.187
248110870,248110880,0,23013208,248110870,248110880,96.856
248110870,599043087,0,"[488673698, 424586822]",248110870,599043087,97.87
248110870,4509509557,0,424586835,248110870,4509509557,76.495
248110870,248110871,0,"[424586819, 424586822]",248110871,248110870,156.39600000000002
248110871,248110872,0,424586821,248110871,248110872,48.537
248110871,4503184057,0,424586823,248110871,4503184057,50.711999999999996
248110871,248110882,0,424586823,248110882,248110871,144.421
248110872,1938339389,0,183462540,248110872,1938339389,14.078
248110872,4503184058,0,183462558,4503184058,248110872,50.411
248110873,248111063,0,424586831,248111063,248110873,83.237
248110873,4239881193,0,237815997,4239881193,248110873,42.705
248110880,248111159,0,128521820,248110880,248111159,98.957
248110880,248110883,0,"[23013208, 424586833]",248110880,248110883,46.039
248110882,248110883,0,"[424586850, 424586854]",248110882,248110883,156.518
248110883,248111144,0,424586851,248110883,248111144,82.616
248110885,248111143,0,424586851,248110885,248111143,21.582
248110885,248111063,0,"[23013192, 424586856]",248110885,248111063,43.125
248110885,248111144,0,424586851,248111144,248110885,81.96000000000001
248111063,248111159,0,128521820,248111159,248111063,81.729
248111143,4239881193,0,424586851,248111143,4239881193,71.527
248111144,248111159,0,23013197,248111159,248111144,43.021
248817126,248817174,0,23059089,248817126,248817174,210.434
248817126,7717117031,0,"[39415337, 936129522]",248817126,7717117031,47.678
248817126,1698661805,0,"[157618026, 1031306015]",248817126,1698661805,60.2
248817126,248817129,0,"[157618037, 935942902]",248817129,248817126,105.78500000000001
248817126,2390039085,0,904935184,2390039085,248817126,38.413
248817129,248817130,0,"[1031306026, 936129523]",248817130,248817129,59.122
248817129,1698661805,0,157618029,1698661805,248817129,40.345
248817130,248817143,0,23059095,248817130,248817143,57.068
248817130,248817131,0,"[272327108, 935942903]",248817131,248817130,323.858
248817131,248818235,0,272327107,248818235,248817131,34.348
248817131,2772721740,0,929005456,2772721740,248817131,36.392
248817141,248817174,0,650301539,248817141,248817174,135.35299999999998
248817141,1698661796,0,650301543,248817141,1698661796,216.71999999999997
248817141,248817143,0,285520121,248817143,248817141,245.61299999999997
248817143,1698661805,0,410088928,1698661805,248817143,27.164
248817171,248817315,0,23059100,248817315,248817171,89.797
248817171,248817314,0,23059100,248817314,248817171,92.735
248817171,248817172,0,23059184,248817172,248817171,54.73400000000001
248817171,2390039122,0,23059184,2390039122,248817171,66.218
248817172,2390039083,0,230916356,2390039083,248817172,119.19500000000001
248817172,248817500,0,230916356,248817500,248817172,150.765
248817172,248817174,0,285520130,248817174,248817172,152.666
248817177,929535989,0,1031306027,929535989,248817177,35.567
248817177,248817178,0,252601716,248817178,248817177,382.352
248817177,5521299354,0,157618019,5521299354,248817177,214.52300000000002
248817178,445160730,0,"[37923484, 37923485]",445160730,248817178,222.24399999999997
248817178,445160725,0,285514970,248817178,445160725,101.014
248817178,445160734,0,285514973,445160734,248817178,130.775
248817314,2390039122,0,938173530,248817314,2390039122,65.937
248817314,2390039115,0,938173530,2390039115,248817314,58.965
248817315,248817500,0,23059111,248817500,248817315,87.955
248817315,248817371,0,23059111,248817371,248817315,126.469
248817371,248817372,0,938173530,248817371,248817372,64.74499999999999
248817371,2390039122,0,938173530,2390039122,248817371,51.801
248817372,2391084860,0,"[449471013, 992072180, 285520125]",248817372,2391084860,353.94300000000004
248817759,2391084860,0,230623729,248817759,2391084860,36.497
248817759,2390039085,0,278916121,248817759,2390039085,589.1629999999999
248817759,2390063209,0,929005457,2390063209,248817759,34.459
248817851,248818020,0,23059166,248817851,248818020,53.179
248817851,2390063222,0,278916119,248817851,2390063222,43.24900000000001
248817851,248818016,0,23059164,248818016,248817851,155.332
248817851,2391084860,0,278916118,2391084860,248817851,33.202
248817965,248817967,0,23059158,248817967,248817965,272.52599999999995
248817967,8062132896,0,23059158,8062132896,248817967,102.373
248817967,4464206530,0,23059162,4464206530,248817967,269.297
248818016,8062128269,0,936507563,8062128269,248818016,23.405
248818016,8677643175,0,936507564,8677643175,248818016,20.274
248818020,2390063222,0,23059147,248818020,2390063222,48.915
248818020,8062132893,0,230623731,8062132893,248818020,152.554
248818235,2772721743,0,929005455,248818235,2772721743,32.841
248818235,929535989,0,"[39415339, 79657251]",929535989,248818235,236.763
260685848,260685879,0,231404404,260685848,260685879,18.166
260685848,2397978929,0,231404403,260685848,2397978929,87.131
260685848,2390343640,0,"[377560465, 935528154]",2390343640,260685848,63.408
260685879,2390343638,0,936424026,260685879,2390343638,16.544
260685879,2389142760,0,247027163,2389142760,260685879,57.153999999999996
260686274,260686276,0,426255635,260686274,260686276,205.48499999999999
260686274,2389142758,0,237455909,2389142758,260686274,112.63799999999999
260686276,260686277,0,426255635,260686276,260686277,160.76500000000001
260686276,260686434,0,935526746,260686434,260686276,136.484
260686277,260686447,0,426255635,260686277,260686447,163.764
260686277,260686435,0,865090515,260686277,260686435,136.80400000000003
260686277,457051391,0,865090515,457051391,260686277,108.614
260686398,2389142758,0,24036939,260686398,2389142758,38.737
260686434,260686510,0,"[24036953, 24036951]",260686510,260686434,184.35999999999999
260686434,2389142758,0,426255069,260686434,2389142758,140.62800000000001
260686434,260686435,0,426255069,260686435,260686434,161.359
260686435,260686511,0,38584380,260686511,260686435,115.16699999999999
260686435,457051393,0,426255069,457051393,260686435,76.321
260686436,260686447,0,38584384,260686436,260686447,137.932
260686436,457051393,0,426255069,260686436,457051393,87.297
260686436,260686514,0,38584384,260686514,260686436,115.37600000000002
260686436,457051437,0,426255069,457051437,260686436,131.961
260686438,457051407,0,426255069,260686438,457051407,170.684
260686438,339682147,0,679365047,260686438,339682147,133.509
260686438,339681869,0,426255069,339681869,260686438,140.661
260686447,457051389,0,38584384,260686447,457051389,109.997
260686447,260686448,0,426255635,260686447,260686448,114.11000000000001
260686448,457051386,0,38584378,260686448,457051386,106.666
260686448,260686449,0,426255635,260686448,260686449,120.57899999999998
260686449,457039752,0,416159557,457039752,260686449,155.173
260686449,339682147,0,578286513,260686449,339682147,170.09199999999998
260686449,457051407,0,"[679142534, 935872686]",457051407,260686449,154.848
260686510,1955745233,0,184995916,1955745233,260686510,63.272
260686510,260686511,0,24036953,260686511,260686510,88.627
260686511,260686512,0,24036953,260686512,260686511,76.06400000000001
260686511,457051350,0,38584380,457051350,260686511,59.761
260686512,260686514,0,24036953,260686514,260686512,90.388
260686512,457051393,0,38584381,457051393,260686512,113.213
260686562,260687187,0,231404501,260686562,260687187,123.91
260686562,4503462310,0,247403822,260686562,4503462310,113.59900000000002
260686572,2596167748,0,24036962,2596167748,260686572,14.059
260686572,260686573,0,24036962,260686573,260686572,130.92
260686572,260687187,0,237529446,260686572,260687187,114.75300000000001
260686572,457051346,0,237529446,457051346,260686572,60.004999999999995
260686573,260686817,0,247403822,260686573,260686817,113.825
260686573,4503462310,0,247403822,4503462310,260686573,14.064
260686817,1350627151,0,237455941,260686817,1350627151,136.228
260686817,4636077379,0,"[24037115, 934455852]",4636077379,260686817,59.953
260686820,2393494051,0,24036993,260686820,2393494051,109.747
260686820,2393494029,0,24037071,2393494029,260686820,118.62899999999999
260686820,260686881,0,24036996,260686881,260686820,82.38900000000001
260686881,2393494051,0,247027158,260686881,2393494051,107.55299999999998
260686881,2393494020,0,247027158,2393494020,260686881,77.85600000000001
260687109,8061482811,0,"[977923627, 24037140]",260687109,8061482811,101.42399999999998
260687109,2393494043,0,934455851,260687109,2393494043,45.910000000000004
260687109,1350627151,0,237455941,1350627151,260687109,31.272
260687111,4636077379,0,24037115,260687111,4636077379,80.511
260687111,457051346,0,237529446,260687111,457051346,54.908
260687111,457051380,0,984506579,457051380,260687111,12.27
260687186,457051380,0,24037055,260687186,457051380,87.792
260687186,1828214837,0,483287312,260687186,1828214837,26.376
260687186,457051376,0,999569671,457051376,260687186,63.626
260687186,1955005759,0,"[483287313, 936492979, 936492980, 13972603, 679365052, 679365054]",1955005759,260687186,1510.8090000000004
260687187,2397978926,0,231404501,260687187,2397978926,65.14
260687427,1825091873,0,24037173,260687427,1825091873,113.539
260687427,2393494029,0,24037081,2393494029,260687427,69.572
260687427,2393494043,0,934455851,2393494043,260687427,79.031
260688868,2391084838,0,934452681,260688868,2391084838,11.688
260688868,4520804331,0,24037173,4520804331,260688868,326.56399999999996
267290133,303562451,0,24587518,267290133,303562451,189.591
267290136,466070875,0,231350480,267290136,466070875,16.591
267290136,303562451,0,24587518,303562451,267290136,181.406
279225578,4511105625,0,454562735,279225578,4511105625,43.692
279225578,279225582,0,1024004892,279225582,279225578,68.055
279225578,1420146737,0,8375715,1420146737,279225578,164.494
