node_id,gc_distance
60734266,4473.329615853219
60734267,4626.732267052047
64075354,2770.526900171327
64075357,2748.1106972653197
64075364,2707.7541396376637
64075366,2706.179856238386
64075373,2682.1840742033455
64075381,2690.1550355232775
64075382,2710.072763815386
64075414,3053.1633754780555
64075418,3114.286461259549
64075421,3123.142187433189
64095053,2693.5974913063433
64095057,2674.0893961166053
64095064,2664.318210279303
64095067,2665.990554897671
64095069,2685.2607713512716
64095074,2687.1364210573734
64095075,2711.189914710335
64095077,2731.576512021386
64095080,2753.789128748965
64095088,2809.77729371758
64095092,2593.382102512996
64095095,2494.784590234215
64095097,2411.2596071039584
64095102,2313.8875010513743
64095117,2594.899259782073
64095122,2496.8284681274386
64095126,2413.9243793033984
81354742,1753.8772923380282
81358923,1073.5346582235425
85723130,3668.5371997737107
85723131,3897.8302206111107
85728632,3814.8686584946904
85730457,3983.3954571593963
130009702,4077.340145507322
130009851,3254.8153135414877
130009861,2265.779227192671
130010313,4391.721866763779
130010321,4151.125889128491
130010434,4197.112794270198
130010440,4191.204747406769
132331977,2008.2769826705105
132347421,2615.021534885416
132347429,3401.8032435711293
132347430,3524.72569602437
132347450,4891.889003449609
133484408,4062.9169171542285
133485698,4059.996616635317
133485703,4021.591179314408
133485708,3816.3372573142424
133485710,3580.9116938077605
133486387,3793.7829536332415
133491023,3883.592852583298
133492789,4191.315990179846
133492794,4201.31063142262
133492798,4241.857660304239
133492805,4613.026579609064
140803082,2117.4386419484435
140804525,2289.2634575824427
140804527,2426.5011922873773
140806264,2581.0765967453453
140806267,2579.5619521667445
140806268,2438.7879737661137
140806270,2302.2885539829194
140806271,2231.7173187077233
140806274,2182.5401828146896
140807081,2353.7785330819397
140820186,2907.5073454277954
140820187,2554.584905912019
140829091,1801.9704506640098
140829103,2020.5084151049707
140838867,2002.4484253346636
140838890,2637.4841554880677
140838893,2801.692221848402
140848383,1308.5543772887263
140848384,1297.8208428654814
140848388,1496.7586273959296
140848390,1755.4527489733634
140857600,1446.246805838705
142775729,1846.4149194518586
142775735,1699.1843795786501
142775742,1573.8072970947712
142775753,1290.1491760622387
142783589,1132.684916801591
142788294,1342.3282002737124
142788297,955.8573788751395
142788951,922.7309699956995
142789352,917.1750994903606
142796703,1065.967600040566
142799348,2279.9302440861297
142799349,2476.1025419953035
142799353,2919.7558035068264
142799357,3509.709647395203
142801237,2000.5302624621347
142802741,2227.642788080065
142803399,2378.842898299541
142803400,2518.8357786343745
142803940,2682.913610183887
142803941,2686.3446145772414
142805147,2816.9577491977857
142805148,2823.261898913217
142806214,2976.759369938604
142806215,3168.04671599405
142808163,3223.6798971695252
142808164,3165.992867840174
142808165,3129.2794928928406
142808168,2960.7379067170828
142808169,2825.0599683439414
142808171,2757.6908063355495
142808173,2777.1547534902834
142808175,2810.065173589797
142808179,2915.127152019705
142882025,1845.5159714079334
142882027,2195.361892772494
142882817,2319.589929970633
142882820,1842.9369468598306
142882821,1772.341542716295
148492009,2491.4486110589746
148497417,1947.0599101122452
148497419,1892.8917728304114
148497420,1851.9264276852334
148497421,1841.9029594279057
148497422,1850.6628729547585
148559012,2798.761790170963
148559014,2789.1189338441204
148564371,1376.6592470923986
148564382,1538.6505747698434
148564768,1352.8035921667122
148564774,1786.111288568527
148564776,1489.3765532819625
148623754,1811.139998432316
148632587,2021.2155611594515
151239264,4179.100293807858
151239889,4212.201066632856
151241233,4047.4416573109925
151241987,4021.280558896093
151243285,3941.588384436058
151243812,4042.448245326834
151263971,2523.8518061264504
151268804,2885.0729039387334
151271481,2883.350747961806
151272325,2512.7069477441155
151272448,2427.631443481152
151272834,2214.6775945130767
151272836,2336.2800723532446
151273009,2157.1427682518797
151273011,2279.4937936347583
151273480,2106.5755076654236
151273485,2567.301287183328
151273843,2612.6944934097005
151275040,2394.510540615645
151275041,2414.9782322853875
151275042,2515.1972967259167
151275043,3013.2137570057266
151275578,2176.56363091829
151275585,2377.278894231668
151275586,2426.0222078251177
151275587,2479.538471474961
151275590,2855.4853155467595
151277275,1558.5853873505948
157177049,2257.42389877956
158834930,2801.0737052017976
158835020,2192.1404436253665
158836413,945.7895004624177
158836422,466.07447179694924
158836424,258.30405763582104
158837586,326.02277794220237
158837588,232.42202906306574
158837589,417.3842327273557
158837596,2282.1045109066454
158839978,2117.794958171262
158839989,2264.2227010193737
158841576,2233.509174726846
158842316,1828.3210551631566
158842485,1820.037348330763
158843005,1034.3158929220688
158843278,1976.2860550973298
158843385,1552.2988946448902
158844084,321.04616259860546
158844085,291.7311960769108
158844086,250.14227043687293
158844089,350.6742114983709
158844093,715.5547931619707
158844094,813.3454530792008
158844146,395.66342730266706
158844190,702.6952682555493
158844191,518.7267815129928
158844418,1179.9146019104417
158844513,1828.806669245846
158844652,1943.4852795115705
158844839,1417.1014380911079
158844840,1599.313287308862
158845028,1234.1986531908738
158845029,1672.3073721945536
158846091,2114.2848957001984
158846092,2224.488995576708
165447673,1001.374679244661
165452024,1817.919971331461
165453954,1928.96561550147
165455646,1886.0773757119994
165455651,1904.8768309890354
165455653,1968.5778086287416
165456297,1863.533143232262
165458362,1605.6924400646892
165459105,1532.38428669744
165459109,1438.6053911680656
165459114,1407.5481089785692
165460240,1609.7671103717023
165461351,1728.6102711455721
165461352,1474.9925595510044
165461760,1663.9288869229465
165461761,1561.6066159815668
165462605,1910.3948523475417
165462949,1872.5557472815967
165462950,1883.1980046264937
165462952,1879.28649404604
165463204,1871.0447062923454
165467259,1469.9256190478557
165467520,1325.5067314760934
165467521,1083.2108390132894
171968212,4993.616094869947
171968213,4669.5474157853405
171968214,3376.3480905635424
171970567,4403.483276642818
171976300,4167.6678318763625
171976302,3922.260236471951
171976304,3876.63519788549
171978399,3596.7314470124343
172004065,3662.6280005634703
172004067,3563.4040644253137
172004069,3436.30941878937
172004070,3266.9391136379036
172008334,3221.864960524508
172015342,3060.521055295055
172015343,3087.3334172132236
172015345,3161.959825078455
172016420,2839.1473595896077
172016421,2771.3016100151854
172016927,2952.860486616803
172017418,3145.763527994279
172017420,3053.1794903592922
172017421,3009.605449601771
172017879,2944.197492803199
172017880,3041.2473648268465
172020359,3245.553646442896
172020361,3420.18411144264
172020869,2854.8698006859167
172020870,2750.9428747335483
172021002,2806.658331397384
172021378,2960.8204287519134
172021638,2932.1073782439344
172025739,1422.5925420748229
175993428,3908.7350361975055
175993483,4033.9756752575327
175993525,4268.923974266988
175993568,4056.682064323837
175993584,3644.1485430856314
176007901,3533.7018543751697
176009843,3077.642753805046
176010867,3150.7340412640006
176010870,3141.1480501244773
176010879,3032.201861533556
176011400,3132.580241078969
176011687,3107.565083134271
176012605,2994.5241350562833
176012607,3052.5383711080103
176012608,3060.693754833972
176013188,2887.696219895552
176013518,3001.2172778595464
176014739,2468.947219409898
176014741,2546.4644135970625
176017405,3512.46735368121
176019578,3683.3037106376764
176019579,3769.57599897828
176020582,3701.929425561044
176020585,3844.7005159424575
176020912,3672.2485242598
176021082,3458.0947645145757
176021768,3867.6319038582765
176022448,4004.8424048998972
184038861,2322.7505911626076
184038866,2948.8760667272218
184041093,1958.4581636665505
184041848,1944.5507482401083
246650344,4422.016011680151
246650419,4303.3157386791845
246650421,4256.376955645249
246650422,4098.641657838577
246650423,3918.8575424836094
246650435,4387.801694071486
246650444,4094.5202069035417
246650461,4419.9790292021635
246650787,3416.5647924737245
246650791,3991.1628278916855
246650792,3758.476948216751
246650793,3705.0781819803633
246650794,3614.2711485648
246650796,3229.6328932425854
247949253,3786.3791506230696
247949664,4008.998092194858
247949665,3982.8411140820126
247949667,3826.971513862239
247950279,3476.4930732266375
247950321,3590.7992685033933
247950566,3748.3582206802384
247950657,3906.137127558065
247950659,3993.92191222786
247951118,3938.2921110842026
247951203,3803.947395761289
247951231,3796.1596042753476
247951669,3811.3722862259638
247951670,3947.3658593085397
247951678,3774.5625624403883
247951684,3702.1759818655387
248110355,3557.921635603093
248110869,3619.987765232671
248110870,3657.1238535632706
248110871,3697.2921681914186
248110872,3707.321808683921
248110873,3484.059450668012
248110880,3560.2905728394894
248110882,3552.908829806182
248110883,3514.261923837044
248110885,3464.7640259676014
248111063,3506.1015464772377
248111143,3458.712704080051
248111144,3488.652927085166
248111159,3529.5346786025993
248111409,3504.998250607327
248817126,2497.5482772203495
248817129,2417.186708044731
248817130,2414.205499953839
248817131,2436.8745071864455
248817141,2686.8218656632885
248817143,2449.6207285002097
248817171,2648.8720826070385
248817172,2684.8533164814185
248817174,2707.8930032491276
248817177,2614.4286460538306
248817178,2619.892394153986
248817314,2570.5241549011666
248817315,2721.8735051733934
248817371,2596.4045362903635
248817372,2613.5146645867508
248817500,2809.2813535722667
248817759,2503.5453790435045
248817851,2552.900812604265
248817965,2727.3105995482374
248817967,2690.0652324413604
248818016,2659.2891120393024
248818020,2595.66143907684
248818235,2439.783041034369
260685848,2062.628185941604
260685879,2051.7511446764756
260686274,2375.450239155748
260686276,2314.761070363106
260686277,2249.2380204397627
260686398,2226.137799043941
260686434,2192.633605797701
260686435,2122.8406808606514
260686436,2063.89609461256
260686438,1966.8743110421117
260686447,2194.7217503362717
260686448,2170.189349005132
260686449,2149.998646143671
260686510,2056.1794972997945
260686511,2017.4896598712098
260686512,1988.493871539356
260686514,1954.4356326912712
260686562,2078.054708347211
260686572,1908.645714398005
260686573,1973.5183720596258
260686817,1883.301274986531
260686820,2160.248858589497
260686881,2229.067237193051
260687109,1980.1012844177153
260687111,1808.353982971247
260687186,1716.3799401623708
260687187,2009.38297541812
260687427,2093.348395367673
260688868,2292.1853034233286
267290133,1951.9354996182005
267290136,2314.5038674729144
279225578,3936.224641433613
279225582,3891.816988894082
285488804,2815.8225779684644
293820332,3366.2213276147354
293820344,3373.5139903919585
293820345,3241.8978697932757
293820367,3517.7136710229943
293820370,3362.801907369581
293820371,3301.7718147246214
293820372,3265.389970919017
293820394,3428.6355849935458
293820395,3370.254187222811
293820396,3319.9107134004485
293820398,3208.2596206190283
293820402,3121.8668077492916
293820403,3220.103543690455
293820404,3334.6837716612526
293820407,3174.8809450985736
293820455,3245.0167662481417
293820456,3191.3663188482165
293820458,3268.531745656074
296284378,4014.8818600496647
296284381,4509.486882938364
296284434,4561.858078821162
296284447,4832.827277294881
296284449,4292.080744857754
296284452,4497.9970053116285
296284453,4437.372970691412
296284458,4732.71580103738
296284464,4690.703330235618
296284465,4624.73902819877
296284473,4395.115581493313
296284491,4092.6162036846295
296284497,4763.219530600047
296284498,4771.892842948958
296284505,4908.364486478473
296284506,4831.91944358801
296284523,4620.89150830025
296284524,4526.030293569659
296284526,4185.65612562739
296284527,4444.254382497142
296284551,4280.816051764219
296284554,4284.944718657191
296284555,4450.107362180103
296284588,4586.043358159013
296284589,4471.410236943461
296284626,4486.63609920974
296284632,4687.482103655476
296284639,4402.186399056924
296284680,5526.252030134084
296284682,5358.671654343323
296284684,4684.776477697802
296284736,5179.865458879327
296284737,5135.544678642162
296284738,5086.041618917665
296284760,4937.268325302204
296284761,4988.091830874555
296284763,5271.4511951321665
296284798,5033.582312403156
296284912,5193.550966800229
296285071,5083.503582160049
296285245,4054.032796740581
296285246,3941.499980142789
296285247,3836.155555091873
296285271,4175.587011054338
296285314,4230.326209082
296285317,4189.925691970308
296285318,4134.6055901261025
296285340,4494.522840114157
296285362,4468.874148678186
296285367,4543.999966146137
296285430,4467.717071156777
296285491,4924.813383229003
296285506,5312.607222852246
296285507,5428.8711457942545
296285584,4846.625632673017
296285586,4974.168463199782
296285588,5228.851028190677
296285590,5361.618113830183
296285598,5431.937089260611
296285599,5474.8442353212695
296285610,4860.726985323381
296285612,5018.940372408005
296285617,5052.805390377262
296285621,5159.4679067043235
296285683,5049.535236499689
296285684,5016.128279303122
296285685,4965.463323620075
296285708,5499.048004908363
296285718,5521.306550145532
296285720,5516.980113652992
296285723,5463.24461203999
296285739,5297.486499570895
296285740,5311.180484007725
296285747,5376.5298634371475
296285748,5250.075097922063
296285753,5500.811022883374
296285755,5555.067555368282
296285858,4373.946968418532
296285860,4368.620452823635
296285871,4272.655135161882
296285873,4270.313654427891
296285891,4621.789293205235
296285897,4576.384922824668
296285901,4670.640165917435
296285919,4644.6098590060255
296285920,4531.102632455477
296285923,4566.106461931681
296285946,4465.964240025348
296285949,4315.569653836284
296285950,4397.601642857298
296285952,4436.785216181426
296285963,4605.043569147021
296286010,4614.9305526857
298936755,1213.7863351357266
298937045,1748.0860968448994
298937175,1895.2028580523515
298937381,5161.6861825768965
298937382,5056.470053732671
298937383,5050.203414400907
299350911,3163.473435512396
303195233,3641.261316007883
303195235,3599.79830469177
303561591,2893.850401350512
303561596,3096.6295177479765
303561597,3083.5404912050194
303561604,2977.4469201900306
303561606,2906.545315957088
303561609,2848.0138933456115
303561613,2792.460668232132
303561624,3190.479152389254
303561628,3170.1237408240436
303561634,3119.898756705637
303561635,2941.335131288788
303561641,3108.6690302619136
303561642,3111.5956916029168
303561646,3059.597644070992
303561659,2672.8656614674164
303561660,2708.569069094257
303561661,2726.463109761879
303561662,2729.419403492288
303561666,2696.6178344247037
303561676,2425.2570793434065
303561678,2721.6771730426453
303561679,2692.3225329641773
303561997,2841.16075996362
303562053,3245.0935383862607
303562107,3202.3743110472847
303562112,2991.475538565173
303562116,2696.136061822136
303562121,2592.482987648058
303562125,2803.6306873655963
303562126,2802.3347315255305
303562135,2716.444049229213
303562149,3071.481068092446
303562150,3170.5748075588644
303562151,3284.9958981373998
303562162,3094.663916242896
303562313,2688.468996657413
303562316,2793.315196072901
303562317,2779.4189589783555
303562323,2621.2845844393514
303562326,2508.774160293012
303562331,2700.7671951365965
303562332,2389.8513383561212
303562336,2305.3478721190872
303562361,2509.3203469979894
303562371,2459.826079850498
303562372,2572.7718108510308
303562376,2567.015737246386
303562377,2413.791741695979
303562378,2252.0985553678006
303562379,2136.819477160391
303562385,2124.7253309126804
303562388,2079.8174730575097
303562422,2100.566961112516
303562451,2137.0942779222237
303562455,2073.51100508361
303788399,3066.8891508736906
303788400,3057.2885584884402
303788401,2889.392373502152
303788455,3121.6878017578642
303788549,3127.7765128582464
303788616,2997.0134332266584
303788621,3098.4725357405127
303788630,3037.844624151097
303795932,3062.5068258305096
303795943,3202.3307344626573
303795954,3115.03019207113
303795956,2920.377702719783
303851001,2580.3209020195613
303851014,3169.611158696432
303852689,2266.7318035833255
303854436,2840.068698793651
303854457,2662.4102725491603
303854825,2543.6855138693613
303855011,2724.435546328195
303855012,2899.5334739409823
303855013,3112.1551398064294
303855431,2949.020860685978
303855664,3003.737274090511
303855665,3056.799908045065
303855955,2932.2384085499407
303856170,3031.641106086175
303856319,2687.824386754057
303856600,2905.14731736825
303856734,2780.7204842761607
303856858,3291.2118012351243
303856987,2602.103777685791
303857124,3008.2383524294924
303857161,2557.375782312358
303857363,2975.101102285354
303857450,2823.0684292763076
303857456,2986.042857777372
303858022,2944.4203976394574
303858060,3026.96230569928
303858337,3417.486797482946
303858338,3326.2597209471937
303858540,3204.5486417791485
303858554,3341.6308416231855
303858897,3246.2563164847047
303859922,3201.8415706319597
303859996,3164.655441958033
303860188,3065.1957579246055
303860292,3468.28785585133
303860476,3183.111198629923
303860479,3303.4730499538236
303862345,3107.7104456688185
303862444,3220.9158214220997
303862596,3259.35149187767
303862630,3429.564143552003
303863290,3330.106244230271
303863291,3294.4621445697917
303863292,3243.0852009774508
303863328,3401.2250075889237
303863452,3355.0163632676263
303863453,3325.1720689973668
303863647,3208.0308103792117
303863648,3188.696645304402
303864387,3549.1252044179937
303866594,3551.63688468666
303866746,3663.213655211816
303868154,3622.344768879526
303868171,3845.190452271316
303868282,3934.95782800498
303868537,3582.643021578638
303872512,3148.4768215934196
303886763,2718.097563529822
303886764,2705.0676336428264
304012714,3912.800327908759
304023022,3904.4934708287988
304023095,3978.558561424918
304024099,4066.4743907316633
304024158,4288.033814819
304025569,3950.7762257734316
304055048,3632.0807876372646
312844297,2365.4953552651
312844828,2437.393987081578
312845264,2289.1302409137197
312847498,2095.860097209334
313002030,1793.3230382461088
313014887,1406.6332061969165
313014889,1453.6443215159402
313014890,1528.4254424863593
313015002,1318.9430272204681
313015003,1456.35298521892
313015004,1599.0348729972043
313015005,1703.384958823609
315837552,3992.250028397963
316544903,3897.9269448961754
317496991,3759.1560887030146
317496992,3647.8995339486873
317496993,3537.4196080861593
317496995,3966.873954567156
334381427,4504.959948051498
339681869,1983.731947944898
339681871,2000.7547073043338
339681873,2158.516780503996
339682147,2100.3502639104345
339682152,2068.964511441125
344992859,2042.868667169045
395763856,2812.608086361225
395763863,2632.6634894138165
395763876,2422.1481836618673
395763882,2392.573439769013
395763887,2366.240008718289
395763898,2077.5442550243893
395763901,2063.9324698332825
395763907,1965.3388517306514
395763917,2647.2327697145083
395763930,2841.5799879524734
395763938,2898.38692748006
395763941,2685.8705541573413
395763951,2790.5520068931105
396034408,915.0963434247369
396034417,3329.281392060832
396034420,3505.8832481815853
396034426,4249.926521655375
396034427,4182.695797408314
396034430,4154.468736702402
396034439,4384.7062582596955
396034442,4385.945194975546
396034445,4381.178921376535
396034448,4526.836049495879
396034450,4505.209401230046
396151763,1233.6902107727592
396151766,1323.241635045073
396151769,1388.029243803874
396151775,818.8599487419358
396151778,707.457074709707
396151785,588.5121426108717
396151789,872.5679879630919
396151795,1035.5425696438515
396151801,1504.6076822880043
396151803,1169.7472785632215
396152101,2989.897435639596
396152104,2828.67742976224
396152107,2740.481396631803
396152109,2659.1743988713374
396152115,2868.765623474116
396152144,1467.102305817021
396152149,1410.2381261689397
396152153,1352.7987601687591
396152160,1195.7935959150936
396152163,1104.6368648587184
396152166,972.0479169509512
396152169,809.8908513309111
396152173,611.7263319906754
396152176,774.7508779459956
396152184,1086.439901375544
396152187,1212.014865116506
396152192,1367.5434330132332
396152196,1324.0054123031737
396152200,1111.4193094093391
396152203,1056.0168981217373
396152206,937.8267718505239
396152209,1263.953158519722
396152212,1373.9358698356134
396152216,1465.3502682190208
396152219,1154.0570798970828
396152225,1350.7940232216222
396152228,1337.2908959574418
396152231,1334.164617190875
408495087,3306.3259029648602
409011544,1341.881313662418
409011547,1890.483046899481
409011555,1142.949553111245
415994092,1184.0108936302597
415994096,1269.6031228054835
415994097,1309.9427724134423
415994098,1391.997652499365
415994105,1887.1448144030694
418517426,4808.742025909688
418517427,4609.585748131969
418517428,4571.93955472674
434003382,5009.60482033908
434003385,4943.7876569811315
434003387,4880.231336877316
435923742,2255.2590851146424
435923754,2162.173429511915
435923756,1949.247801811217
435923762,1698.0846111404983
435923763,1594.4112668211603
435923765,1732.8015475836032
435923766,1551.2788030715826
435923767,1590.199049393229
435923770,1695.0671507178547
435923772,1681.653734755809
435923774,1797.7147394886867
435923775,1671.9402899170173
437564184,5028.324259760996
437564450,5152.250635492392
437564550,5057.156422124881
437564551,4917.164115044444
437564553,4774.034262955771
437564554,4600.0927805716765
437564779,5163.953555354005
437564796,5347.949923652164
437564800,5233.72779616983
440421660,772.5251859969158
444959641,1654.110817361655
444959643,1549.8713484537022
444959647,1413.9746856928607
444959649,1428.868275581087
444959652,1577.151222616699
444959655,1647.4475140670588
444959672,1039.9896906854146
444959738,1440.8359603402089
444959760,1066.3809314547032
